seed,sheet_name,variant,mae,rmse,mape,smape,directional_accuracy,roi_proxy,n_obs
11,catwifhat2,V0,3.4170588235294114e-06,3.4171272764603617e-06,1896.2485761568055,180.6686363759229,0.29411764705882354,-0.0609637608434058,17
11,catwifhat2,V1,1.6982352941176468e-06,2.3428602428755877e-06,901.8783984181906,190.56558051454695,0.5294117647058824,0.044159534696619096,17
11,catwifhat2,V2,1.3582246124490572e-07,1.3848704889565942e-07,76.68812678405192,54.442190926624754,0.29411764705882354,-0.0609637608434058,17
11,catwifhat2,V3,2.116470588235294e-07,2.7189812105877843e-07,114.48414429710505,62.14477878296617,0.6470588235294118,0.07050953993935792,17
11,chonky,V0,0.00014406117647058824,0.00014406391918785462,1839.7737976448102,180.15710360087076,0.29411764705882354,-0.08012435296117495,17
11,chonky,V1,2.4071764705882354e-05,5.015996634298523e-05,322.1218274685437,197.80752563519727,0.7058823529411765,0.06655592817523989,17
11,chonky,V2,6.868917196026485e-06,6.925018274695066e-06,88.94606387544229,60.79524544309144,0.29411764705882354,-0.08012435296117495,17
11,chonky,V3,1.2331647058823529e-05,1.4722821380827953e-05,161.62305836691357,79.36811721178154,0.4117647058823529,-0.037629442756709756,17
11,chudjak,V0,0.002250324264660628,0.002521545346746229,36.2693682984861,29.035095813222668,0.4117647058823529,0.0003945153340430258,17
11,chudjak,V1,0.023923385053199384,0.028886644031754973,357.1128090290164,119.33772704276365,0.17647058823529413,-0.12213541522077975,17
